code,name
28.30.83,Производство оборудования для приготовления кормов для животных
52.10.9,Хранение и складирование прочих грузов
52.10.1,Хранение и складирование замороженных или охлажденных грузов
73.20.2,Деятельность по изучению общественного мнения
10.51.4,Производство молока и сливок в твердой форме
78.20,Деятельность агентств по временному трудоустройству
10.51.3,Производство сыра и сырных продуктов
10.51.9,Производство прочей молочной продукции
73.20.1,Исследование конъюнктуры рынка
52.10.3,Хранение и складирование зерна
63.99.1,Деятельность по оказанию консультационных и информационных услуг
52.10.2,Хранение и складирование жидких или газообразных грузов
25.2,Производство металлических цистерн; резервуаров и прочих емкостей
46.61,Торговля оптовая машинами; оборудованием и инструментами для сельского хозяйства
25.1,Производство строительных металлических конструкций и изделий
02.40,Предоставление услуг в области лесоводства и лесозаготовок
10.51.2,Производство сливочного масла; топленого масла; масляной пасты; молочного жира; спредов и топленых сливочно-растительных смесей
10.51.1,Производство питьевого молока и питьевых сливок
46.69,Торговля оптовая прочими машинами и оборудованием
66.30,Деятельность по управлению фондами
25.9,Производство прочих готовых металлических изделий
46.66,Торговля оптовая прочей офисной техникой и оборудованием
46.38.2,Торговля оптовая прочими пищевыми продуктами
46.64,Торговля оптовая машинами и оборудованием для текстильного; швейного и трикотажного производств
46.38.1,Торговля оптовая рыбой; ракообразными и моллюсками; консервами и пресервами из рыбы и морепродуктов
46.65,Торговля оптовая офисной мебелью
25.5,Ковка; прессование; штамповка и профилирование; изготовление изделий методом порошковой металлургии
46.62,Торговля оптовая станками
25.4,Производство оружия и боеприпасов
46.63,Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства
78.10,Деятельность агентств по подбору персонала
02.30,Сбор и заготовка пищевых лесных ресурсов; недревесных лесных ресурсов и лекарственных растений
46.51,Торговля оптовая компьютерами; периферийными устройствами к компьютерам и программным обеспечением
46.52,Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями
10.92,Производство готовых кормов для домашних животных
46.48,Торговля оптовая часами и ювелирными изделиями
46.49,Торговля оптовая прочими бытовыми товарами
10.91,Производство готовых кормов для животных; содержащихся на фермах
47.3,Торговля розничная моторным топливом в специализированных магазинах
47.5,Торговля розничная прочими бытовыми изделиями в специализированных магазинах
02.10.2,Деятельность лесохозяйственная прочая
47.7,Торговля розничная прочими товарами в специализированных магазинах
47.8,Торговля розничная в нестационарных торговых объектах и на рынках
47.9,Торговля розничная вне магазинов; палаток; рынков
66.29.9,Деятельность вспомогательная прочая в сфере страхования; кроме обязательного социального страхования
49.39.11,Регулярные перевозки пассажиров автобусами в междугородном сообщении
46.46,Торговля оптовая фармацевтической продукцией
46.47,Торговля оптовая мебелью; коврами и осветительным оборудованием
46.44,Торговля оптовая изделиями из керамики и стекла и чистящими средствами
46.45,Торговля оптовая парфюмерными и косметическими товарами
46.42,Торговля оптовая одеждой и обувью
46.43,Торговля оптовая бытовыми электротоварами
47.1,Торговля розничная в неспециализированных магазинах
47.2,Торговля розничная пищевыми продуктами; напитками и табачными изделиями в специализированных магазинах
46.41,Торговля оптовая текстильными изделиями
91.04,Деятельность ботанических садов; зоопарков; государственных природных заповедников и национальных парков
24.10.14,Производство гранул и порошков из чугуна или стали
91.02,Деятельность музеев
24.10.12,Производство ферросплавов
91.03,Деятельность по охране исторических мест и зданий; памятников культуры
09.90,Предоставление услуг в других областях добычи полезных ископаемых
46.39,Торговля оптовая неспециализированная пищевыми продуктами; напитками и табачными изделиями
46.37,Торговля оптовая кофе; чаем; какао и пряностями
46.38,Торговля оптовая прочими пищевыми продуктами; включая рыбу; ракообразных и моллюсков
78.30,Деятельность по подбору персонала прочая
91.01,Деятельность библиотек и архивов
47.22.3,Торговля розничная консервами из мяса и мяса птицы в специализированных магазинах
47.22.1,Торговля розничная мясом и мясом птицы; включая субпродукты в специализированных магазинах
47.22.2,Торговля розничная продуктами из мяса и мяса птицы в специализированных магазинах
46.35,Торговля оптовая табачными изделиями
46.36,Торговля оптовая сахаром; шоколадом и сахаристыми кондитерскими изделиями
46.33,Торговля оптовая молочными продуктами; яйцами и пищевыми маслами и жирами
46.34,Торговля оптовая напитками
46.31,Торговля оптовая фруктами и овощами
46.32,Торговля оптовая мясом и мясными продуктами
10.71,Производство хлеба и мучных кондитерских изделий; тортов и пирожных недлительного хранения
71.12.57,Деятельность; связанная с активными воздействиями на метеорологические и геофизические процессы и явления
71.12.54,Работы полевые и изыскания в области гидрометеорологии и смежных с ней областях; экспедиционные обследования объектов окружающей среды с целью оценки уровней загрязнения
10.72,Производство сухарей; печенья и прочих сухарных хлебобулочных изделий; производство мучных кондитерских изделий; тортов; пирожных; пирогов и бисквитов; предназначенных для длительного хранения
71.12.55,Деятельность по обработке и предоставлению гидрометеорологической информации органам государственной власти и населению
50.20.3,Аренда морских судов заграничного и каботажного плавания для перевозки грузов с экипажем
50.20.1,Перевозка грузов морскими судами заграничного плавания
50.20.2,Перевозка грузов морскими судами каботажного плавания
71.12.52,Проведение гелиофизических и геофизических работ
71.12.53,Деятельность по мониторингу загрязнения окружающей среды для физических и юридических лиц
71.12.51,Деятельность наблюдательной гидрометеорологической сети
46.24,Торговля оптовая шкурами и кожей
46.22,Торговля оптовая цветами и растениями
46.23,Торговля оптовая живыми животными
46.21,Торговля оптовая зерном; необработанным табаком; семенами и кормами для сельскохозяйственных животных
69.1,Деятельность в области права
71.12.45,Создание геодезической; нивелирной; гравиметрической сетей
10.82,Производство какао; шоколада и сахаристых кондитерских изделий
10.81,Производство сахара
71.12.46,Землеустройство
46.19,Деятельность агентов по оптовой торговле универсальным ассортиментом товаров
10.84,Производство приправ и пряностей
71.12.43,Деятельность гидрографическая изыскательская
28.94.5,Производство составных частей и принадлежностей машин для текстильного и швейного производства и для обработки кож
10.83,Производство чая и кофе
71.12.44,Деятельность по созданию топографических карт и планов
46.17,Деятельность агентов по оптовой торговле пищевыми продуктами; напитками и табачными изделиями
10.86,Производство детского питания и диетических пищевых продуктов
46.18,Деятельность агентов; специализирующихся на оптовой торговле прочими отдельными видами товаров
10.85,Производство готовых пищевых продуктов и блюд
46.15,Деятельность агентов по оптовой торговле мебелью; бытовыми товарами; скобяными; ножевыми и прочими металлическими изделиями
46.16,Деятельность агентов по оптовой торговле текстильными изделиями; одеждой; обувью; изделиями из кожи и меха
52.23.1,Деятельность вспомогательная; связанная с воздушным транспортом
52.23.2,Деятельность вспомогательная; связанная с космическим транспортом
71.12.41,Деятельность геодезическая; кроме создания геодезической; нивелирной и гравиметрической сетей
71.12.42,Деятельность картографическая; кроме создания топографических карт и планов
66.29.1,Деятельность страховых актуариев
28.94.2,Производство прочего оборудования для текстильной и швейной промышленности; в том числе промышленных швейных машин
66.29.2,Деятельность распорядителей спасательными работами
28.94.1,Производство оборудования для подготовки; прядения текстильных волокон; производства тканых и трикотажных текстильных изделий
47.79.1,Торговля розничная предметами антиквариата
47.79.3,Торговля розничная прочими бывшими в употреблении товарами
46.13,Деятельность агентов по оптовой торговле лесоматериалами и строительными материалами
10.89,Производство прочих пищевых продуктов; не включенных в другие группировки
46.14,Деятельность агентов по оптовой торговле машинами; промышленным оборудованием; судами и летательными аппаратами
46.11,Деятельность агентов по оптовой торговле сельскохозяйственным сырьем; живыми животными; текстильным сырьем и полуфабрикатами
46.12,Деятельность агентов по оптовой торговле топливом; рудами; металлами и химическими веществами
52.10,Деятельность по складированию и хранению
47.52.71,Торговля розничная пиломатериалами в специализированных магазинах
10.71.2,Производство мучных кондитерских изделий; тортов и пирожных недлительного хранения
10.71.1,Производство хлеба и хлебобулочных изделий недлительного хранения
47.52.73,Торговля розничная металлическими и неметаллическими конструкциями в специализированных магазинах
47.52.79,Торговля розничная прочими строительными материалами; не включенными в другие группировки; в специализированных магазинах
27.40,Производство электрических ламп и осветительного оборудования
53.10.1,Деятельность почтовой связи; связанная с пересылкой газет и других периодических изданий
53.10.2,Деятельность почтовой связи; связанная с пересылкой письменной корреспонденции
53.10.4,Деятельность почтовой связи дополнительная
53.10.9,Деятельность почтовой связи общего пользования прочая
52.23,Деятельность вспомогательная; связанная с воздушным и космическим транспортом
52.24,Транспортная обработка грузов
52.21,Деятельность вспомогательная; связанная с сухопутным транспортом
52.22,Деятельность вспомогательная; связанная с водным транспортом
46.49.31,Торговля оптовая книгами
52.29,Деятельность вспомогательная прочая; связанная с перевозками
56.1,Деятельность ресторанов и услуги по доставке продуктов питания
27.52,Производство бытовых неэлектрических приборов
46.49.33,Торговля оптовая писчебумажными и канцелярскими товарами
56.3,Подача напитков
27.51,Производство бытовых электрических приборов
46.49.32,Торговля оптовая газетами и журналами
46.72.2,Торговля оптовая металлами в первичных формах
46.72.1,Торговля оптовая металлическими рудами
64.11,Деятельность Центрального банка Российской Федерации (Банка России)
64.19,Денежное посредничество прочее
13.96.6,Производство текстильных материалов и изделий технического назначения (включая фитили; калильные сетки газовых фонарей; текстильные шланги; конвейерные ленты и приводные ремни; ситовые ткани и фильтровальные ткани)
13.96.5,Производство кордных тканей
93.29.9,Деятельность зрелищно-развлекательная прочая; не включенная в другие группировки
13.96.4,Производство текстильных материалов; пропитанных или с покрытием
21.1,Производство фармацевтических субстанций
27.20,Производство электрических аккумуляторов и аккумуляторных батарей
39.00,Предоставление услуг в области ликвидации последствий загрязнений и прочих услуг; связанных с удалением отходов
27.32,Производство прочих проводов и кабелей для электронного и электрического оборудования
27.33,Производство электроустановочных изделий
93.29.1,Деятельность парков отдыха и пляжей
93.29.2,Деятельность танцплощадок; дискотек; школ танцев
78.1,Деятельность агентств по подбору персонала
27.31,Производство волоконно-оптических кабелей
64.20,Деятельность холдинговых компаний
15.20,Производство обуви
90.04.3,Деятельность учреждений клубного типа: клубов; дворцов и домов культуры; домов народного творчества
07.21.11,Добыча урановых руд подземным способом; включая способы подземного и кучного выщелачивания
28.41.2,Производство кузнечно-прессового оборудования
28.41.1,Производство металлообрабатывающих станков
47.91,Торговля розничная по почте или по информационно-коммуникационной сети Интернет
43.2,Производство электромонтажных; санитарно-технических и прочих строительно-монтажных работ
43.3,Работы строительные отделочные
64.30,Деятельность инвестиционных фондов и аналогичных финансовых организаций
47.99,Торговля розничная прочая вне магазинов; палаток; рынков
27.12,Производство электрической распределительной и регулирующей аппаратуры
27.11,Производство электродвигателей; электрогенераторов и трансформаторов
03.21,Рыбоводство морское
03.22,Рыбоводство пресноводное
47.89,Торговля розничная в нестационарных торговых объектах и на рынках прочими товарами
49.31.1,Перевозка пассажиров железнодорожным транспортом в пригородном сообщении
49.31.2,Регулярные перевозки пассажиров прочим сухопутным транспортом в городском и пригородном сообщении
47.72,Торговля розничная обувью и изделиями из кожи в специализированных магазинах
47.73,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках)
47.71,Торговля розничная одеждой в специализированных магазинах
79.90.31,Деятельность по бронированию билетов на культурно-развлекательные мероприятия
79.90.32,Деятельность по оказанию прочих услуг; связанных со службой предварительных заказов
47.78,Торговля розничная прочая в специализированных магазинах
65.2,Перестрахование
65.1,Страхование
47.76,Торговля розничная цветами и другими растениями; семенами; удобрениями; домашними животными и кормами для домашних животных в специализированных магазинах
47.74,Торговля розничная изделиями; применяемыми в медицинских целях; ортопедическими изделиями в специализированных магазинах
47.75,Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах
15.12,Производство чемоданов; дамских сумок и аналогичных изделий из кожи и других материалов; производство шорно-седельных и других изделий из кожи
15.11,Дубление и выделка кожи; выделка и крашение меха
88.10,Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам
47.61,Торговля розничная книгами в специализированных магазинах
47.62,Торговля розничная газетами и канцелярскими товарами в специализированных магазинах
90.04.1,Деятельность концертных залов; театров; оперных зданий; мюзик-холлов; включая услуги билетных касс
90.04.2,Деятельность многоцелевых центров и подобных заведений с преобладанием культурного обслуживания
30.3,Производство летательных аппаратов; включая космические; и соответствующего оборудования
30.2,Производство железнодорожных локомотивов и подвижного состава
30.1,Строительство кораблей; судов и лодок
47.65,Торговля розничная играми и игрушками в специализированных магазинах
47.64,Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах
66.11.5,Деятельность по определению взаимных обязательств (клиринг)
66.11.4,Деятельность по обеспечению эффективности функционирования финансовых рынков
20.17,Производство синтетического каучука в первичных формах
20.16,Производство пластмасс и синтетических смол в первичных формах
20.15,Производство удобрений и азотных соединений
20.14,Производство прочих основных органических химических веществ
66.11.1,Деятельность по организации торговли на финансовых рынках
72.19,Научные исследования и разработки в области естественных и технических наук прочие
20.13,Производство прочих основных неорганических химических веществ
66.11.3,Деятельность регистраторов по ведению реестра владельцев ценных бумаг
20.12,Производство красителей и пигментов
20.11,Производство промышленных газов
19.20,Производство нефтепродуктов
72.11,Научные исследования и разработки в области биотехнологии
26.40.5,Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры
26.40.4,Производство электроакустической аппаратуры
26.40.3,Производство аппаратуры для записи и воспроизведения звука и изображения
26.40.2,Производство телевизионных приемников; включая видеомониторы и видеопроекторы
72.20,Научные исследования и разработки в области общественных и гуманитарных наук
07.29,Добыча руд прочих цветных металлов
52.2,Деятельность транспортная вспомогательная
20.20,Производство пестицидов и прочих агрохимических продуктов
35.23.1,Торговля природным; сухим (отбензиненным) газом; подаваемым по распределительным сетям
46.76.2,Торговля оптовая текстильными волокнами
46.76.1,Торговля оптовая бумагой и картоном
96.09,Предоставление прочих персональных услуг; не включенных в другие группировки
96.03,Организация похорон и предоставление связанных с ними услуг
96.04,Деятельность физкультурно-оздоровительная
28.23.2,Производство фотокопировальных машин; офисных машин для офсетной печати и прочих офисных машин и оборудования и их составных частей
96.01,Стирка и химическая чистка текстильных и меховых изделий
96.02,Предоставление услуг парикмахерскими и салонами красоты
77.29.9,Прокат прочих бытовых изделий и предметов личного пользования для домашних хозяйств; предприятий и организаций; не включенных в другие группировки
84.25,Деятельность по обеспечению безопасности в чрезвычайных ситуациях; деятельность по обеспечению безопасности в области использования атомной энергии
84.24,Деятельность по обеспечению общественного порядка и безопасности
46.76.4,Торговля оптовая драгоценными камнями
46.76.3,Торговля оптовая пластмассами и резиной в первичных формах
84.21,Деятельность международная
84.23,Деятельность в области юстиции и правосудия
84.22,Деятельность; связанная с обеспечением военной безопасности
46.41.1,Торговля оптовая текстильными изделиями; кроме текстильных галантерейных изделий
46.41.2,Торговля оптовая галантерейными изделиями
19.10,Производство кокса
77.29.1,Прокат телевизоров; радиоприемников; устройств видеозаписи; аудиозаписи и подобного оборудования
77.29.3,Прокат музыкальных инструментов
96.02.1,Предоставление парикмахерских услуг
72.19.11,Проведение фундаментальных исследований; научно-исследовательских и опытно-конструкторских работ в области использования атомной энергии
84.13,Регулирование и содействие эффективному ведению экономической деятельности предприятий
74.3,Деятельность по письменному и устному переводу
84.12,Государственное регулирование деятельности в области здравоохранения; образования; социально-культурного развития и других социальных услуг; кроме социального обеспечения
84.11,Деятельность органов государственного управления и местного самоуправления по вопросам общего характера
96.0,Деятельность по предоставлению прочих персональных услуг
05.20.12,Добыча бурого угля (лигнита) подземным способом
43.34.1,Производство малярных работ
05.20.11,Добыча бурого угля (лигнита) открытым способом
43.34.2,Производство стекольных работ
84.30,Деятельность в области обязательного социального обеспечения
61.1,Деятельность в области связи на базе проводных технологий
14.19.4,Производство головных уборов
27.90,Производство прочего электрического оборудования
14.19.1,Производство трикотажной или вязаной одежды для детей младшего возраста; спортивной или прочей одежды; аксессуаров и деталей одежды
14.19.2,Производство одежды для детей младшего возраста; спортивной или прочей одежды и аксессуаров одежды из текстильных материалов; кроме трикотажных или вязаных
46.32.2,Торговля оптовая продуктами из мяса и мяса птицы
46.32.1,Торговля оптовая мясом и мясом птицы; включая субпродукты
52.22.29,Деятельность вспомогательная; связанная с внутренним водным транспортом; прочая; не включенная в другие группировки
07.10,Добыча и обогащение железных руд
43.12.1,Расчистка территории строительной площадки
46.32.3,Торговля оптовая консервами из мяса и мяса птицы
43.12.4,Подготовка участка к разработке и добыче полезных ископаемых; за исключением нефтяных и газовых участков
08.1,Добыча камня; песка и глины
43.12.3,Производство земляных работ
38.22.1,Обработка и утилизация радиоактивных отходов
52.22.18,Деятельность ледокольного флота на морском транспорте
52.22.19,Деятельность вспомогательная; связанная морским транспортом; прочая; не включенная в другие группировки
52.22.23,Деятельность по постановке судов к причалу; осуществление швартовых операций в речных портах на внутреннем водном транспорте
38.22.9,Обработка и утилизация опасных отходов прочих; не включенных в другие группировки
52.10.21,Хранение и складирование нефти и продуктов ее переработки
59.20.2,Деятельность студий звукозаписи
52.10.23,Хранение и складирование прочих жидких или газообразных грузов
52.10.22,Хранение и складирование газа и продуктов его переработки
63.12.1,Деятельность сетевых изданий
14.19.19,Производство прочих трикотажных или вязаных аксессуаров одежды; в том числе платков; шарфов; галстуков и прочих аналогичных изделий
14.19.22,Производство спортивных костюмов; лыжных костюмов; купальных костюмов и прочей одежды из текстильных материалов; кроме трикотажных или вязаных
43.91,Производство кровельных работ
14.19.21,Производство одежды и аксессуаров одежды для детей младшего возраста из текстильных материалов; кроме трикотажных или вязаных
14.19.23,Производство аксессуаров одежды; в том числе платков; шарфов; галстуков; перчаток и прочих аналогичных изделий из текстильных материалов; кроме трикотажных или вязаных
16.29.11,Производство деревянных инструментов; корпусов и рукояток инструментов; рукояток щеток и метелок; обувных колодок и растяжек для обуви
43.99,Работы строительные специализированные прочие; не включенные в другие группировки
16.29.12,Производство деревянных столовых и кухонных принадлежностей
16.29.13,Производство деревянных статуэток и украшений из дерева; мозаики и инкрустированного дерева; шкатулок; футляров для ювелирных изделий или ножей
16.29.14,Производство деревянных рам для картин; фотографий; зеркал или аналогичных предметов и прочих изделий из дерева
55.90,Деятельность по предоставлению прочих мест для временного проживания
16.29.15,Производство топливных гранул и брикетов из отходов деревопереработки
23.14,Производство стекловолокна
23.19,Производство и обработка прочих стеклянных изделий; включая технические изделия из стекла
14.19.11,Производство трикотажных или вязаных одежды и аксессуаров одежды для детей младшего возраста
14.19.13,Производство трикотажных или вязаных перчаток; рукавиц (варежек) и митенок
14.19.12,Производство спортивных костюмов; лыжных костюмов; купальных костюмов и прочей трикотажной или вязаной одежды
23.11,Производство листового стекла
38.32.49,Обработка вторичного сырья; содержащего прочие цветные металлы
23.12,Формирование и обработка листового стекла
23.13,Производство полых стеклянных изделий
46.46.2,Торговля оптовая изделиями; применяемыми в медицинских целях
80.30,Деятельность по расследованию
46.46.1,Торговля оптовая фармацевтической продукцией
11.01,Перегонка; очистка и смешивание спиртов
46.11.1,Деятельность агентов по оптовой торговле живыми животными
58.14.1,Издание журналов и периодических публикаций в печатном виде
47.30.1,Торговля розничная моторным топливом в специализированных магазинах
38.32.59,Обработка прочего вторичного неметаллического сырья
38.32.54,Обработка отходов резины
11.03,Производство сидра и прочих плодовых вин
11.02,Производство вина из винограда
46.11.3,Деятельность агентов по оптовой торговле прочим сельскохозяйственным сырьем; текстильным сырьем и полуфабрикатами
38.32.53,Обработка отходов и лома пластмасс
11.05,Производство пива
11.04,Производство прочих недистиллированных напитков из сброженных материалов
11.07,Производство безалкогольных напитков; производство минеральных вод и прочих питьевых вод в бутылках
38.32.52,Обработка отходов бумаги и картона
38.32.51,Обработка отходов и лома стекла
46.21.12,Торговля оптовая семенами; кроме семян масличных культур
46.21.13,Торговля оптовая масличными семенами и маслосодержащими плодами
46.21.14,Торговля оптовая кормами для сельскохозяйственных животных
10.89.6,Переработка меда (темперирование; фильтрация; декристаллизация и смешивание меда)
10.89.7,Производство рационов питания и пайков
10.89.8,Производство биологически активных добавок к пище
46.21.11,Торговля оптовая зерном
10.89.2,Производство скоропортящихся продуктов; таких как: сэндвичи и свежая пицца (полуфабрикат)
10.89.3,Производство растительных соков и экстрактов; пептических веществ; растительных клеев и загустителей
10.89.4,Производство пищевых ферментов
46.21.19,Торговля оптовая сельскохозяйственным сырьем; не включенным в другие группировки
14.19.31,Производство аксессуаров одежды из натуральной или композиционной кожи
14.19.32,Производство одежды из фетра; нетканых материалов; из текстильных материалов с пропиткой или покрытием
17.2,Производство изделий из бумаги и картона
17.1,Производство целлюлозы; древесной массы; бумаги и картона
79.90,Услуги по бронированию прочие и сопутствующая деятельность
47.52.7,Торговля розничная строительными материалами; не включенными в другие группировки; в специализированных магазинах
47.52.6,Торговля розничная садово-огородной техникой и инвентарем в специализированных магазинах
47.52.5,Торговля розничная санитарно-техническим оборудованием в специализированных магазинах
68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
